line 1: k=13
line 2: clear
line 3: buildTree 1
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 176: kNearestNeighbour 3 (5,7,2,9,5,6,4,8,9,4,5,4,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 177: nearestNeighbour (9,9,3,6,1,10,3,5,3,9,7,2,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 178: kNearestNeighbour 9 (8,5,9,2,10,4,7,7,1,3,9,9,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 179: kNearestNeighbour 8 (6,7,3,3,6,6,2,2,9,6,4,8,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 180: kNearestNeighbour 8 (6,10,10,10,8,9,8,10,10,10,2,9,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 181: nearestNeighbour (8,8,10,2,6,4,2,8,2,5,6,5,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 182: kNearestNeighbour 8 (1,6,1,8,9,9,1,1,6,6,10,6,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 183: kNearestNeighbour 8 (10,7,9,3,9,4,1,8,9,9,6,9,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 184: kNearestNeighbour 6 (10,7,6,7,10,5,8,8,4,4,3,5,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 185: nearestNeighbour (5,1,4,2,4,1,1,5,2,7,10,8,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 186: kNearestNeighbour 10 (7,6,2,1,3,4,9,5,5,9,2,2,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 187: kNearestNeighbour 9 (3,3,9,8,8,2,9,9,2,8,10,6,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 188: nearestNeighbour (4,7,5,5,4,10,8,8,3,9,1,10,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 189: kNearestNeighbour 9 (8,8,7,1,9,5,4,5,4,10,1,10,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 190: kNearestNeighbour 9 (8,9,8,5,6,1,10,4,10,4,4,1,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 191: nearestNeighbour (1,5,5,5,2,5,4,5,7,9,2,9,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 192: kNearestNeighbour 10 (3,2,4,7,4,4,7,6,10,7,6,4,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 193: nearestNeighbour (9,6,2,1,10,7,5,1,2,8,6,1,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 194: nearestNeighbour (4,9,5,6,9,6,1,1,2,3,1,8,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 195: kNearestNeighbour 5 (4,3,3,9,3,6,10,9,4,6,8,6,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 196: kNearestNeighbour 8 (1,5,1,2,7,8,9,2,3,2,1,1,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 197: kNearestNeighbour 5 (3,3,9,4,1,4,6,9,8,2,7,10,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 198: nearestNeighbour (9,6,3,1,10,10,10,4,8,8,1,7,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 199: nearestNeighbour (9,3,3,8,1,7,6,2,7,2,9,7,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 200: kNearestNeighbour 9 (2,10,3,9,8,7,6,6,4,6,2,2,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 201: kNearestNeighbour 6 (4,3,1,4,9,4,4,1,7,9,6,7,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 202: nearestNeighbour (4,6,4,7,8,10,6,1,8,7,9,4,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 203: nearestNeighbour (2,1,4,9,1,6,8,5,3,6,5,7,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 204: nearestNeighbour (3,2,6,1,6,7,3,4,6,7,6,5,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 205: kNearestNeighbour 7 (6,8,1,3,3,4,5,3,4,8,8,10,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 206: nearestNeighbour (5,5,8,4,8,3,2,7,1,9,9,2,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 207: kNearestNeighbour 10 (3,6,10,2,8,2,4,6,7,7,4,8,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
